,text,predicted_posize,value_posize,predicted_podisease,value_podisease,predicted_poage,value_poage,predicted_poss,value_poss,predicted_prdisease,value_prdisease,predicted_pogender,value_pogender,predicted_poprocedure,value_poprocedure,predicted_prss,value_prss,predicted_potreatment,value_potreatment,predicted_pophyconditon,value_pophyconditon,predicted_prbehavior,value_prbehavior,predicted_pomedhistory,value_pomedhistory,predicted_poclinical,value_poclinical,predicted_iprocedure,value_iprocedure,predicted_idiagnostic,value_idiagnostic,predicted_idisease,value_idisease,predicted_idiagnostictest,value_idiagnostictest,predicted_iss,value_iss,predicted_otreatment,value_otreatment,predicted_opatient,value_opatient
1056,the patients age ranged between 33 and 70 years 21 were 33 49 37 50 59 42 60 70 years of age,0.125332057,0,0.131232291,0,0.088162191,1,0.087256312,0,0.062075853,0,0.068431817,0,0.04699631,0,0.047390148,0,0.046340238,0,0.07226491,0,0.039256155,0,0.047203198,0,0.050292037,0,0.170667395,0,0.075828649,0,0.043156546,0,0.058427751,0,0.062634245,0,0.138279006,0,0.094348915,0
1057,educate the patients about the issues related to sexual activity in general,0.065631866,0,0.108266689,0,0.049848847,0,0.070855275,0,0.07878758,0,0.052275475,0,0.056695051,0,0.047661342,0,0.038459331,0,0.069914132,0,0.032877769,0,0.034153804,0,0.039662007,0,0.181054294,1,0.084978171,0,0.047412377,0,0.049330816,0,0.06300728,0,0.211258322,0,0.091264941,0
1058,drugs in israel,0.101912431,0,0.108496532,0,0.064668946,0,0.066472769,0,0.07181529,0,0.056506298,0,0.042231936,0,0.041495133,0,0.040326942,0,0.057779972,0,0.032567114,0,0.042199064,0,0.047911555,0,0.433099449,1,0.088087298,0,0.042192481,0,0.059385564,0,0.061846517,0,0.120032243,0,0.076971643,0
1059,the increased confidence in erection among treated patients was another aspect of the reduction in stress and performance anxiety,0.064514995,0,0.095999099,0,0.055357207,0,0.080506384,0,0.10302081,0,0.06288673,0,0.072331481,0,0.060721174,0,0.044860713,0,0.08502911,0,0.038962319,0,0.042344745,0,0.044746138,0,0.151304111,0,0.098052517,0,0.063470714,0,0.058205996,0,0.077703662,0,0.360964566,1,0.120456085,0
1060,guidance and support through the return to normal sexual activity can speed this process,0.061187912,0,0.095837981,0,0.055359248,0,0.080203816,0,0.09983708,0,0.060750403,0,0.072391927,0,0.058794398,0,0.04337284,0,0.084917784,0,0.037632894,0,0.041007128,0,0.043267302,0,0.154113948,0,0.098768979,0,0.062039301,0,0.057687584,0,0.075509496,0,0.348478228,1,0.116263054,0
1061,aged 40 years or older,0.19780001,0,0.169954151,0,0.139431611,1,0.096718788,0,0.069809757,0,0.080044337,0,0.04756134,0,0.053040158,0,0.061389629,0,0.072051831,0,0.048549868,0,0.06481754,0,0.065347321,0,0.192172259,0,0.088022858,0,0.046971139,0,0.070236228,0,0.072671421,0,0.105966404,0,0.099704765,0
1062,with a minor stroke,0.120824955,0,0.142861858,1,0.075382508,0,0.085721828,0,0.061450221,0,0.062283117,0,0.048801702,0,0.044947237,0,0.045803912,0,0.072331257,0,0.037492637,0,0.042491741,0,0.047110252,0,0.191612124,0,0.075348243,0,0.041457847,0,0.056197625,0,0.061863147,0,0.12394999,0,0.084774904,0
1063,3101 patients,0.341704011,1,0.181248486,0,0.122322984,0,0.093196824,0,0.090136878,0,0.084095322,0,0.051879372,0,0.067015365,0,0.071148798,0,0.073669583,0,0.047726616,0,0.065560855,0,0.063823543,0,0.196477309,0,0.094154768,0,0.06378606,0,0.076186799,0,0.081030399,0,0.138441503,0,0.108811177,0
1064,weakness or speech disturbance dysarthria,0.078556538,0,0.130609646,1,0.053435449,0,0.08241301,0,0.072896853,0,0.054114684,0,0.056069925,0,0.049380124,0,0.042688884,0,0.075209446,0,0.035264045,0,0.036042355,0,0.043398488,0,0.157033354,0,0.077156551,0,0.046030469,0,0.050898779,0,0.064183958,0,0.192815661,0,0.094702907,0
1065,were given 81 mg aspirin daily,0.112206317,0,0.106989622,0,0.073272727,0,0.068288594,0,0.089785077,0,0.064257838,0,0.04932829,0,0.050663084,0,0.050891899,0,0.062497228,0,0.038883034,0,0.053780105,0,0.060953598,0,0.592621148,1,0.108808815,0,0.054823868,0,0.068191364,0,0.078193814,0,0.130332053,0,0.09074726,0
1066,loading dose of 162 mg,0.09644226,0,0.10576383,0,0.063363627,0,0.065669701,0,0.073229477,0,0.055216573,0,0.043679506,0,0.042955924,0,0.041955087,0,0.058444135,0,0.032971941,0,0.042291243,0,0.046883956,0,0.453680068,1,0.089588501,0,0.043560591,0,0.058050901,0,0.063016318,0,0.120336913,0,0.079604581,0
1067,receive thrombolysis with alteplase,0.086071983,0,0.104805239,0,0.060872059,0,0.066483669,0,0.079441354,0,0.055594396,0,0.046838038,0,0.045251351,0,0.042719018,0,0.061006341,0,0.034180131,0,0.043011107,0,0.049312547,0,0.488714755,1,0.095880836,0,0.046533581,0,0.061211657,0,0.068191916,0,0.129906759,0,0.080281362,0
1068,300 mg clopidogrel loading dose,0.098272406,0,0.105869286,0,0.06404987,0,0.064726591,0,0.081515431,0,0.057177208,0,0.046908211,0,0.046211351,0,0.044392254,0,0.059283685,0,0.035024729,0,0.044623874,0,0.051069483,0,0.518140733,1,0.097996429,0,0.048221987,0,0.061951954,0,0.069199003,0,0.128916085,0,0.081795774,0
1069,75 mg clopidogrel daily,0.101966105,0,0.10530284,0,0.067614414,0,0.066655964,0,0.084034666,0,0.061367296,0,0.048193738,0,0.047301643,0,0.046135064,0,0.061708216,0,0.037158068,0,0.04879329,0,0.054995522,0,0.55325067,1,0.100196846,0,0.050707627,0,0.065776661,0,0.073316,0,0.131168485,0,0.086831704,0
1070,40 mg simvastatin immediately,0.105589338,0,0.10699968,0,0.070481867,0,0.067623764,0,0.082139768,0,0.061602186,0,0.046703149,0,0.046104398,0,0.046029296,0,0.062122684,0,0.036640737,0,0.050293766,0,0.055943046,0,0.554433107,1,0.100502305,0,0.04921427,0,0.06577953,0,0.072917596,0,0.125313252,0,0.085770302,0
1071,40 mg daily in the evening,0.103567757,0,0.104723223,0,0.069417633,0,0.067891598,0,0.082057126,0,0.062648192,0,0.047458101,0,0.045821264,0,0.046168663,0,0.063004538,0,0.037323531,0,0.05005407,0,0.055206027,0,0.546346843,1,0.099538274,0,0.04918253,0,0.065577045,0,0.071542852,0,0.126199082,0,0.087278359,0
1072,significant risk reduction of 34,0.068362206,0,0.105919786,0,0.057050973,0,0.084126525,0,0.093459964,0,0.061545078,0,0.07206513,0,0.059474029,0,0.04424819,0,0.084927909,0,0.038583592,0,0.040360387,0,0.044028383,0,0.131226957,0,0.093187906,0,0.059411801,0,0.054349866,0,0.075059444,0,0.309164077,0,0.120301403,1
1073,age 18 65 years,0.203085765,0,0.157012984,0,0.143148512,1,0.094827771,0,0.06972602,0,0.086461395,0,0.047704235,0,0.051686581,0,0.057441596,0,0.072662346,0,0.047943082,0,0.066546053,0,0.065888062,0,0.200079083,0,0.087710477,0,0.046981994,0,0.072315581,0,0.070398644,0,0.108776368,0,0.104846336,0
1074,confirmed diagnosis of adpkd,0.080278121,0,0.128818586,1,0.053822175,0,0.078221075,0,0.06738051,0,0.05032824,0,0.052475404,0,0.04733948,0,0.042103533,0,0.070877768,0,0.034142371,0,0.035475742,0,0.042482559,0,0.176862776,0,0.080013879,0,0.044645123,0,0.049776886,0,0.061411835,0,0.169266865,0,0.087118007,0
1075,evidence for hypertension casual bp 140 90 mm hg and or presence of an antihypertensive medication and serum creatinine 4 0 mg dl,0.068392232,0,0.111688606,0,0.048717592,0,0.068952963,1,0.072042555,0,0.048292615,0,0.051161263,0,0.045830857,0,0.038889591,0,0.0648719,0,0.031878121,0,0.033500601,0,0.040017087,0,0.217062727,0,0.083931401,0,0.043823943,0,0.04916488,0,0.059429258,0,0.183486193,0,0.083159566,0
1076,exclusion criteria were as follows serum creatinine 4 0 mg dl myocardial infarction or cerebrovascular accident in the past 12 months known intolerance to study medication pregnancy or females without contraception evidence for severe hepatic disease use of immunosuppressants or non steroidal anti inflammatory drugs nsaids congestive heart failure alcohol abuse or consumption of narcotics the presence of a malignant disease or noncompliance of the subjects,0.072571933,0,0.124399163,1,0.052223872,0,0.072782815,0,0.074182384,0,0.047243159,0,0.051377486,0,0.050425075,0,0.041314382,0,0.065600939,0,0.034074221,0,0.034861527,0,0.043192044,0,0.190454796,0,0.084606782,0,0.047140554,0,0.04980975,0,0.063594818,0,0.184786424,0,0.083284006,0
1077,the analysis was based on the 37 patients,0.081491522,1,0.101849191,0,0.050835479,0,0.067433886,0,0.071581751,0,0.052545313,0,0.048300531,0,0.044561677,0,0.037557997,0,0.061495196,0,0.030894795,0,0.033853039,0,0.039804179,0,0.20362255,0,0.079184785,0,0.043928843,0,0.048968084,0,0.0590836,0,0.194207221,0,0.08352498,0
1078,3 year follow up,0.096289851,0,0.106215075,0,0.06395667,0,0.065902449,0,0.071406737,0,0.056742374,0,0.043482643,0,0.041536584,0,0.039868727,0,0.060240846,0,0.032836791,0,0.041750323,0,0.046196312,0,0.424667954,1,0.085622407,0,0.041682739,0,0.057629231,0,0.061937846,0,0.118753172,0,0.078192197,0
1079,the maximum doses were 5 mg day for ramipril and 100 mg day for metoprolol,0.099058174,0,0.106639698,0,0.069717541,0,0.066748075,0,0.085427247,0,0.05992787,0,0.047866106,0,0.048417751,0,0.047719922,0,0.061136596,0,0.037178256,0,0.05013587,0,0.057800908,0,0.562931061,1,0.103041016,0,0.051843651,0,0.065878719,0,0.07498607,0,0.131626561,0,0.086189233,0
1080,after the washout period patients received either 2 5 mg ramipril or 50 mg metoprolol per day,0.1050926,0,0.1123375,0,0.075306229,0,0.068513907,0,0.086190477,0,0.060849946,0,0.048210476,0,0.049736135,0,0.049676519,0,0.062556744,0,0.038298696,0,0.053156916,0,0.060798164,0,0.582056582,1,0.106925637,0,0.052195173,0,0.067627646,0,0.078827739,0,0.123241223,0,0.086434603,0
1081,treatment of hypertension with ace inhibitors may be optimal for delaying renal disease progression in adpkd,0.069235466,0,0.103835091,0,0.057605173,0,0.0838295,0,0.104507864,0,0.056854829,0,0.069453366,0,0.06715814,0,0.047547001,0,0.082421102,0,0.039986014,0,0.041981757,0,0.047247633,0,0.136963889,0,0.09897273,0,0.066669285,0,0.058049515,0,0.081919052,0,0.366302401,1,0.117832117,0
1082,rigorous bp control seems to be capable of ameliorating renal organ damage irrespective of the type of antihypertensive drug,0.066050179,0,0.099319473,0,0.05482842,0,0.077726014,0,0.099340707,0,0.054755561,0,0.066025987,0,0.061589137,0,0.045361437,0,0.078441396,0,0.03790858,0,0.040029977,0,0.045634869,0,0.15053837,0,0.099401154,0,0.062429372,0,0.055843651,0,0.077198423,0,0.343406796,1,0.112749986,0
1083,no beneficial effect of the ace inhibitor ramipril compared with the blocker metoprolol with respect to renal disease progression cardiac structure as assessed by lvmi or urinary albumin excretion was detected in hypertensive adpkd patients,0.071101442,0,0.103096738,0,0.058696099,0,0.078726381,0,0.104855038,0,0.05355636,0,0.065542355,0,0.068319902,0,0.04844743,0,0.076921418,0,0.039957907,0,0.041588537,0,0.048837505,0,0.142938286,0,0.102809541,0,0.067129351,0,0.056980964,0,0.08304061,0,0.353118688,1,0.113414936,0
1084,353 patients,0.338940114,1,0.176849335,0,0.12000826,0,0.090760276,0,0.088967703,0,0.08279144,0,0.050453588,0,0.066258043,0,0.070611179,0,0.072093286,0,0.04656804,0,0.064867787,0,0.063697346,0,0.203347176,0,0.0948219,0,0.063447274,0,0.075296216,0,0.081244878,0,0.137614816,0,0.108254611,0
1085,ami who had plasma total cholesterol levels of 200 250 mg dl and triglyceride levels 300 mg dl,0.070682876,0,0.111604728,1,0.049949098,0,0.068943627,0,0.067515761,0,0.048251465,0,0.048663162,0,0.044054806,0,0.038954653,0,0.064047761,0,0.031643406,0,0.034707073,0,0.040454306,0,0.242450729,0,0.082806721,0,0.042850766,0,0.049596831,0,0.058633819,0,0.165857255,0,0.080751039,0
1086,serum level of tc was between 200 and 250 mg dl and that of triglycerides did not exceed 300 mg dl,0.065021977,0,0.107960738,0,0.048013762,0,0.073502399,0,0.075615346,0,0.052727953,0,0.056545895,0,0.04740385,0,0.038989898,0,0.072697148,1,0.032473907,0,0.035324365,0,0.03978635,0,0.18590416,0,0.084537826,0,0.047091786,0,0.049847316,0,0.062005047,0,0.224475503,0,0.094023608,0
1087,set the number at 175 patients for each group,0.102273688,0,0.115643404,0,0.061852835,0,0.066763647,0,0.064551257,0,0.051952947,0,0.041509014,0,0.042289924,0,0.040298607,0,0.057114664,0,0.03169734,0,0.037287481,0,0.042637475,0,0.29989779,1,0.080698013,0,0.039348885,0,0.050989002,0,0.057333622,0,0.121196896,0,0.073979743,0
1088,176 were randomly assigned to receive pravastatin and 177 were randomly assigned to receive standard ami therapy without pravastatin,0.107723922,0,0.110432498,0,0.073853545,0,0.068048134,0,0.085345156,0,0.059621029,0,0.048388872,0,0.049397394,0,0.049282357,0,0.061744697,0,0.03769704,0,0.051892813,0,0.060745046,0,0.578210354,1,0.107571922,0,0.052254397,0,0.066941395,0,0.077531278,0,0.124243721,0,0.086798228,0
1089,randomly assigned to either receive pravastatin 10 mg daily n 176 or not n 177,0.111587092,0,0.11010126,0,0.075769544,0,0.068315424,0,0.088659428,0,0.062146794,0,0.048739851,0,0.050341412,0,0.050801624,0,0.062581934,0,0.038847212,0,0.053516615,0,0.061927486,0,0.594800293,1,0.109629832,0,0.054409619,0,0.068239525,0,0.078995593,0,0.124062471,0,0.08743991,0
1090,for patients with ami early and low dose pravastatin therapy 10 mg daily reduces recurrent major adverse cardiac events mostly the requirement for revascularization,0.064151645,0,0.102480054,0,0.051602565,0,0.075131766,0,0.089743555,0,0.051207241,0,0.063097112,0,0.05750731,0,0.042596094,0,0.075352259,0,0.036247183,0,0.03707036,0,0.043441024,0,0.153959751,0,0.095894895,0,0.0567252,0,0.053502128,0,0.073265508,0,0.299299419,0,0.105608188,1
1091,the oacis lipid trial entered relatively stable or low risk patients as did the miracl and prove it timi 22 trials and hence showed positive results,0.063054182,0,0.095317841,0,0.052173104,0,0.074673004,0,0.093670398,0,0.055337735,0,0.064093195,0,0.056151323,0,0.042568307,0,0.075785369,0,0.036440719,0,0.039681729,0,0.04401109,0,0.167391509,0,0.097641721,0,0.058839083,0,0.05518315,0,0.073847286,0,0.321896493,1,0.11095304,0
1092,efficacy and safety of ti trated oral misoprostol and vaginal misoprostol for labor induction,0.062937178,0,0.093671776,0,0.053475399,0,0.072166115,0,0.100024521,1,0.052404579,0,0.065033153,0,0.059365459,0,0.042659465,0,0.072210349,0,0.037134741,0,0.038683906,0,0.043455586,0,0.172022581,0,0.100419722,0,0.060106341,0,0.056811284,0,0.075593755,0,0.317713112,0,0.106550135,0
1093,220 women,0.316762596,1,0.16837813,0,0.118187308,0,0.089551456,0,0.081537105,0,0.086884439,1,0.049430601,0,0.058077626,0,0.063507177,0,0.071882218,0,0.046281923,0,0.063706718,0,0.06233355,0,0.204518124,0,0.08990813,0,0.056959674,0,0.076413654,0,0.076181024,0,0.130798429,0,0.10759721,0
1094,thirteen women were excluded because they requested and underwent cesarean deliveries without medical indications or had epidural analgesia during the course of labor,0.084313191,0,0.119211294,1,0.061340522,0,0.070299543,0,0.064588174,0,0.050271783,0,0.044236433,0,0.042821806,0,0.041157041,0,0.061737988,0,0.03211901,0,0.039387532,0,0.044891126,0,0.324133843,0,0.081980579,0,0.040243208,0,0.052802872,0,0.059342187,0,0.120902054,0,0.076910228,0
1095,the titrated oral misoprostol group received a basal unit of 20 ml misoprostol solution 1 mcg ml every 1 hour for four doses,0.106224962,0,0.108956151,0,0.07613375,0,0.069574922,0,0.092318334,0,0.062007628,0,0.050397284,0,0.052991126,0,0.052168291,0,0.063946053,0,0.039889511,0,0.055506174,0,0.063908629,0,0.606002271,1,0.11374075,0,0.056488622,0,0.070658699,0,0.083473451,0,0.131935149,0,0.090093113,0
1096,women between 34 and 42 weeks of gestation with an unfavorable cervix bishop score less than or equal to 6 and an indication for labor induction,0.071511418,0,0.119417153,0,0.051379159,0,0.078321293,0,0.072119355,0,0.052554063,0,0.055082772,0,0.049591538,0,0.040374305,0,0.07471431,1,0.034214634,0,0.036045633,0,0.041527815,0,0.16241467,0,0.081557341,0,0.046401482,0,0.05069961,0,0.062692583,0,0.21375443,0,0.093718015,0
1097,women assigned to the vaginal misoprostol group received 25 mcg every 4 hours,0.105130717,0,0.110892877,0,0.074375942,0,0.068629175,0,0.084880739,0,0.060797136,0,0.048423793,0,0.049113229,0,0.049390204,0,0.062724188,0,0.038247164,0,0.052848455,0,0.060047686,0,0.579012036,1,0.106195539,0,0.051842876,0,0.067798354,0,0.078454494,0,0.122923881,0,0.086154804,0
1098,total dosage of misoprostol,0.090461425,0,0.102813765,0,0.061363921,0,0.065043263,0,0.082355767,0,0.056297395,0,0.04718928,0,0.045588266,0,0.042900227,0,0.059972033,0,0.034732595,0,0.043922137,0,0.0509523,0,0.508449852,0,0.096346177,0,0.047551233,0,0.062558614,1,0.069158778,0,0.134845763,0,0.081611969,0
1099,rate of women given oxytocin,0.072716564,0,0.109819047,0,0.050897889,0,0.070119485,0,0.07510037,0,0.05038951,0,0.052757993,0,0.049035545,0,0.039347306,0,0.066417865,0,0.033430409,0,0.034125023,0,0.040739182,0,0.168592691,0,0.084347397,0,0.047350943,0,0.049427297,1,0.062402841,0,0.212541834,0,0.089493692,0
1100,cesarean delivery and induction failure,0.07562685,0,0.1153652,0,0.050079156,0,0.070609301,0,0.07107573,0,0.04920565,0,0.049103055,0,0.044526763,0,0.038137235,0,0.064638957,0,0.031439517,0,0.033421274,0,0.040366326,0,0.209053755,0,0.079912357,0,0.042537209,0,0.049584143,1,0.059083518,0,0.172010884,0,0.080747463,0
1101,neonatal outcomes including lower apgar score less than 7 at 5 minutes,0.062711418,0,0.105318047,0,0.050027505,0,0.077078529,0,0.08304555,0,0.053470239,0,0.062596992,0,0.052258048,0,0.040478837,0,0.077957429,0,0.035156496,0,0.03621855,0,0.041278891,0,0.157608598,0,0.08933077,0,0.052495696,0,0.052445933,1,0.067756802,0,0.272247344,0,0.104708515,0
1102,and admittance to the neonatal unit,0.078981258,0,0.108855143,0,0.055787694,0,0.068290994,0,0.069225356,0,0.053342462,0,0.045830838,0,0.041810412,0,0.038171139,0,0.062551439,0,0.032441519,0,0.038373146,0,0.042582557,0,0.356079072,0,0.084902935,0,0.040592704,0,0.054488748,1,0.059149429,0,0.126057506,0,0.077487685,0
1103,a basal unit of 20 ml misoprostol solution 1 mcg ml,0.094116762,0,0.104242526,0,0.063338093,0,0.065132163,0,0.083115794,0,0.057188265,0,0.047560327,0,0.046246659,0,0.044673309,0,0.060066592,0,0.035124157,0,0.045096736,0,0.052158464,0,0.524235308,1,0.098907284,0,0.049231697,0,0.062617093,0,0.071276873,0,0.130976975,0,0.082465097,0
1104,ten of these women received tocolysis,0.094435729,0,0.107729718,0,0.059800655,0,0.064392351,0,0.070199363,0,0.053726181,0,0.042653285,0,0.041270524,0,0.04004072,0,0.057188388,0,0.031425182,0,0.039854143,0,0.04418914,0,0.399435073,0,0.084056526,0,0.041068286,0,0.054679535,0,0.061562199,1,0.121494286,0,0.075910307,0
1105,four of them underwent urgent delivery by cesarean method,0.076895244,0,0.103816725,0,0.049557276,0,0.062374584,0,0.073361725,0,0.049920786,0,0.046414811,0,0.042416126,0,0.037640922,0,0.057813089,0,0.030804018,0,0.034726091,0,0.040728875,0,0.334488451,0,0.085059196,0,0.04257305,0,0.051782988,0,0.059774004,1,0.154432088,0,0.076500542,0
1106,titrated oral misoprostol is associated with a lower incidence of uterine hyperstimulation and a here are many indications for term labor inductions including postterm pregnancy preeclamp sia diabetes mellitus oligohydramnios intrauterine fetal growth restriction and abnormal antepartum fetal surveillance results,0.066929229,0,0.112053379,0,0.053530868,0,0.075346366,0,0.091495655,0,0.049185406,0,0.060021222,0,0.060399268,0,0.044226971,0,0.071278982,0,0.03736696,0,0.037105698,0,0.045516517,0,0.153620496,0,0.096960425,0,0.058829337,0,0.052778419,0,0.075030975,0,0.281412005,1,0.101018406,0
1107,significantly lower cesarean delivery rate in the women who received the titrated oral misoprostol regimen,0.06563855,0,0.096817195,0,0.053878333,0,0.07528358,0,0.097314067,0,0.053802535,0,0.065303095,0,0.060105208,0,0.043057114,0,0.074603677,0,0.037222646,0,0.039214496,0,0.044378333,0,0.153950781,0,0.097042754,0,0.060616165,0,0.055832606,0,0.076155506,0,0.329731882,1,0.109854057,0
