id,text,file_path,predicted_iprocedure,predicted_posize,predicted_podisease,predicted_otreatment,predicted_idiagnostic,predicted_opatient,predicted_prdisease,predicted_pogender,predicted_poage,predicted_idiagnostictest,predicted_iss,predicted_pophyconditon,predicted_poss,predicted_prss,predicted_poprocedure,predicted_potreatment,predicted_idisease,predicted_pomedhistory,predicted_prbehavior,predicted_poclinical,value_posize,value_podisease,value_iprocedure,value_iss,value_opatient,value_otreatment,value_prdisease,value_pogender,value_idiagnostic,value_idiagnostictest,value_poage,value_pophyconditon,value_idisease,value_prss,value_poss,value_potreatment,value_poprocedure,value_poclinical,value_prbehavior,value_pomedhistory,predicted_p,predicted_i,predicted_o,value_p,value_i,value_o
702,the 2 groups of patients were encouraged to exercise at home on a regular basis,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16563893_element.csv,0.304762214,0.051433641,0.028040927,0.033879954,0.031065697,0.026594143,0.028458273,0.024194106,0.017037155,0.018437548,0.018898355,0.017199351,0.017761711,0.013973254,0.013178392,0.014319602,0.01219388,0.010405535,0.008931317,0.010950639,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94242388,0.114745796,0.060223684,1,0,0
703,seventy patients were randomized to undergo the standard cardiac rehabilitation program and return to full normal activities including work at 6 weeks after ami conventional treatment group,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16563893_element.csv,0.408138663,0.05821282,0.034620352,0.030690441,0.037451793,0.027491285,0.031585131,0.029225575,0.020159574,0.021640962,0.021077914,0.018825317,0.021300659,0.01517836,0.01495852,0.016240129,0.01491767,0.01270958,0.010550718,0.013765425,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.947207093,0.077346995,0.07608173,1,0,0
704,seventy two patients were randomized to return to normal activities at 2 weeks and 70 patients to undergo standard cardiac rehabilitation and return to normal activities at 6 weeks after ami,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16563893_element.csv,0.381729156,0.059496064,0.034595657,0.028243214,0.036634464,0.026718568,0.02943599,0.029090082,0.020688159,0.022144858,0.021236079,0.018184315,0.020260056,0.015166698,0.014541864,0.015697578,0.014075169,0.011464359,0.010281996,0.012270194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082667977,0.942007959,0.066628173,0,1,0
705,there were no deaths or heart failure in either group,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16563893_element.csv,0.046969015,0.040506847,0.057537332,0.035690334,0.022942735,0.027532415,0.031234823,0.021811489,0.025286343,0.017030912,0.019624133,0.022037974,0.017288489,0.012031166,0.011515154,0.010768372,0.010108002,0.008428135,0.006638338,0.00601093,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117342807,0.940999627,0.036818568,0,1,0
706,in conclusion return to full normal activities including work at 2 weeks after ami appears to be safe in patients who are stratified to a low risk group,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16563893_element.csv,0.040613562,0.031492982,0.035984166,0.52907002,0.034642335,0.105033435,0.042592734,0.020775024,0.022719551,0.022849502,0.037251998,0.027196657,0.022676742,0.025286926,0.021205511,0.021410124,0.017860377,0.01366475,0.01581189,0.013922743,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128415585,0.927313447,0.03393564,0,0,1
707,investigators enrolled men and women ages 18 to 80 years with uncomplicated essential hypertension whose sitting diastolic bp sidbp following a 4 or 5 week placebo run in period was between 95 and 114 mm hg,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16580575_element.csv,0.079224788,0.067473538,0.124311358,0.023951465,0.037466999,0.028965704,0.048156839,0.034999534,0.052743886,0.026227677,0.026339529,0.0353553,0.030422922,0.015798375,0.018127667,0.013633264,0.01594205,0.01444608,0.0095518,0.008862965,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.044129912,0.54667753,0.56434679,0,0,1
708,the sample size estimate of 1152 patients considered the assumptions sidbp differences of 3 5 mm hg standard deviation of the difference of 8 mm hg two sided significance level of 0 050 power of 80 and a 15 dropout rate,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16580575_element.csv,0.042789705,0.047623526,0.065336488,0.041781899,0.028042966,0.033189073,0.03958926,0.024134599,0.035319611,0.020450136,0.02351981,0.025347952,0.019843355,0.014620944,0.013293987,0.012568375,0.012461977,0.009365711,0.008106093,0.006304618,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043843046,0.060928389,0.959451497,0,0,1
709,patients assigned to er felodipine 20 mg and or er metoprolol succinate 400 mg received half doses for 1 week before escalation to the full dose,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16580575_element.csv,0.46009624,0.062086418,0.036758803,0.033613343,0.040879093,0.029612901,0.03408413,0.031278092,0.021569617,0.02350664,0.023011001,0.021205576,0.023902906,0.01645549,0.016146146,0.018345587,0.017271698,0.015421337,0.011940007,0.016356461,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.948525548,0.094209157,0.069507301,1,0,0
710,fatigue in patients receiving high dose 400 mg er metoprolol succinate in combination with medium to high dose 10 and 20 mg er felodipine was relatively common 20 for 10 400 mg and 18 for 20 400 mg and 2 to 9 for the other treatment groups,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16580575_element.csv,0.438822716,0.067629859,0.04011729,0.026430055,0.042448394,0.027818989,0.033349827,0.033098262,0.024013279,0.024545215,0.023757918,0.020880269,0.023707796,0.016553262,0.015987011,0.016994977,0.016273201,0.013572207,0.011443184,0.013974483,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.926437974,0.140937507,0.044288889,1,0,0
711,the m fact findings confirm that metoprolol succinate er and felodipine er both lower bp in a dose dependent fashion in a hypertensive us population,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16580575_element.csv,0.042606674,0.032465789,0.036360789,0.565828979,0.035275519,0.106165789,0.043928865,0.02154671,0.023156662,0.023453379,0.037954707,0.028514117,0.023326293,0.026464639,0.022293564,0.022622995,0.019024853,0.014223475,0.017036213,0.014337078,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080639951,0.950588167,0.063689969,0,1,0
712,thus expanded combinations could provide treating physicians with an even wider range of effective treatments,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16580575_element.csv,0.044596888,0.028497156,0.027350836,0.311837912,0.027590197,0.066969737,0.031682108,0.016772125,0.017539456,0.017300988,0.026035232,0.020476416,0.016334096,0.017989088,0.014563227,0.015758922,0.012417725,0.009948848,0.011292784,0.009269853,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049144249,0.926545322,0.132596135,0,1,0
713,subgroup analyses of sitting bp based on age 65 years versus 65 years ethnicity african american versus non african american sex and a diagnosis of diabetes failed to identify significant treatment by subgroup interactions however the power of the test was low given the many subgroups some with small sample sizes,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16580575_element.csv,0.036274977,0.042504571,0.09299919,0.05395864,0.029405242,0.03747024,0.04702165,0.026182923,0.038290109,0.021139367,0.025183687,0.031256732,0.022715777,0.015231547,0.014758037,0.013660434,0.014408763,0.011338829,0.007698648,0.007418707,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.048792604,0.049342714,0.966610432,0,0,1
714,after the placebo run in patients meeting bp criteria were randomized to one of the 16 treatment groups,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16580575_element.csv,0.180558294,0.054442711,0.031458054,0.025452919,0.027316773,0.023906358,0.024604399,0.02166733,0.019429248,0.01783618,0.017520608,0.016295535,0.016029313,0.011889703,0.011654203,0.011012834,0.009669185,0.007916013,0.007671375,0.007418534,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062301643,0.056642767,0.946589828,0,0,1
715,to maintain blinding patients received 6 active or placebo tablets or both each morning packaged according to a double dummy dosing scheme,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16580575_element.csv,0.446993172,0.060063466,0.035263091,0.0370574,0.039227299,0.030333674,0.033560824,0.030233273,0.020189589,0.02241932,0.022969974,0.020952052,0.023293367,0.017095033,0.016123587,0.018046543,0.016797079,0.014021822,0.011761987,0.015926095,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104580611,0.731579304,0.085753135,0,1,0
716,to examine the effect of statins in japanese patients with ami a prospective randomized open label trial was conducted in 486 patients with normal total cholesterol levels,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16616020_element.csv,0.210582003,0.058764499,0.034516126,0.022802807,0.031740483,0.023600142,0.028168641,0.023426129,0.022065716,0.01960969,0.018894253,0.017516335,0.018071925,0.013239474,0.01299742,0.011511589,0.010374245,0.008804474,0.008599459,0.008263122,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.113902844,0.942067921,0.038415641,0,1,0
717,main exclusion criteria included were 18 years of age use of lipid lowering agents within the previous 3 months the american journal of cardiology www ajconline org known familial dyslipidemia severe renal failure known hepatic disease signs and symptoms of severe heart failure killip s class iii or iv a scheduled pci or coronary artery bypass grafting cabg previous pci within 6 months or cabg within 3 months and the presence of malignant disease or allergy to statins,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16616020_element.csv,0.075971611,0.078281909,0.267291099,0.038679987,0.056872677,0.038831197,0.079660989,0.033135258,0.074673913,0.030544419,0.035435095,0.075572699,0.046299312,0.023481527,0.027980935,0.016285961,0.030006234,0.031050654,0.013807332,0.017718606,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073249742,0.947701871,0.069740646,0,1,0
718,it was estimated that 230 patients were required in each group,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16616020_element.csv,0.067404769,0.043598425,0.033292636,0.032490954,0.022603391,0.026263041,0.024939349,0.018067267,0.019930676,0.015703017,0.016771134,0.017048858,0.013923949,0.011423587,0.010578202,0.009990566,0.008386654,0.006766244,0.006706601,0.005575509,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.928676546,0.100608759,0.05320235,1,0,0
719,all patients received instruction and counseling to promote compliance with the japan atherosclerosis society guidelines for diagnosis and treatment of atherosclerotic cardiovascular diseases step i diet,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16616020_element.csv,0.343101829,0.055326175,0.041321881,0.025489667,0.035611734,0.024651278,0.030389279,0.027800184,0.020673819,0.0202286,0.020450408,0.018383725,0.022078196,0.013957798,0.013807306,0.013867906,0.01355155,0.011295963,0.009090886,0.011690602,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.947281301,0.096541986,0.057465937,1,0,0
720,statins have been shown to prevent coronary artery disease and to preserve left ventric ular function in dilated cardiomyopathy,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16616020_element.csv,0.037940592,0.0284604,0.037841089,0.467868239,0.031741261,0.087606676,0.042204246,0.019802691,0.021623222,0.020673929,0.032606632,0.026238834,0.020672856,0.022239851,0.018790873,0.019088604,0.015794951,0.012435222,0.013490519,0.011796784,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184874251,0.741859674,0.045556866,0,1,0
721,in conclusion early lipid lowering therapy with statins decreases recurrent cardiovascular events in particular congestive heart failure,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16616020_element.csv,0.040732797,0.030696522,0.038429193,0.551936746,0.034039509,0.102922708,0.045133606,0.021445764,0.023535395,0.023099257,0.0363652,0.028620224,0.023068348,0.025091413,0.02148984,0.021789651,0.018683253,0.014169102,0.016012738,0.014444185,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30314371,0.804642558,0.02223666,0,1,0
722,a randomized controlled study included 44 patients with acute myocardial infarction,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16758644_element.csv,0.075018786,0.047329813,0.044996042,0.026821012,0.023766384,0.023824591,0.027689541,0.020558512,0.023328923,0.017027447,0.017469522,0.018783631,0.016175296,0.011242075,0.011073853,0.010037736,0.008834999,0.00776429,0.00684902,0.005936937,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069985852,0.052418787,0.934790313,0,0,1
723,materials and methods open randomized parallel controlled study included 44 patients 22 patients in the main and control groups groups 1 and 2 respectively fig 1,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16758644_element.csv,0.256125987,0.057173029,0.030994242,0.026243987,0.030930847,0.025002157,0.026250029,0.023265108,0.019143116,0.01941864,0.018315319,0.016534256,0.01699743,0.013265446,0.012808316,0.012361212,0.010980571,0.009145376,0.008673742,0.009036192,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.043208666,0.062345374,0.958175957,0,0,1
724,here we studied the safety and efficiency of transplantation of bone marrow mononuclear cells bmmc in patients with acute myocardial infarc tion ami and evaluated the effect of bmmc trans plantation on reparative regeneration in ami,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16758644_element.csv,0.048298553,0.038129117,0.058018729,0.041298352,0.025902715,0.027167095,0.038780894,0.021757968,0.026552336,0.017365376,0.020379903,0.022628557,0.017624959,0.0129052,0.011566852,0.011164878,0.010270914,0.008284011,0.006840398,0.005838281,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.935311019,0.114983104,0.048630595,1,0,0
725,bmmc were isolated by gradient centrifugation histopaque 1077 density gradient 9,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16758644_element.csv,0.093457893,0.04215952,0.032424092,0.029161816,0.023846969,0.023710776,0.024635008,0.018331878,0.018230237,0.01571181,0.016516997,0.016002253,0.014098699,0.011279861,0.010339647,0.009666965,0.008395676,0.006619493,0.006555846,0.005814158,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.386512578,0.79093492,0.019438189,0,1,0
726,apart from endovascular intervention the patients of both groups received heparin aspirin plavix statins angiotensin converting enzyme inhibitors and adrenoceptor blockers in individual doses,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16758644_element.csv,0.409701854,0.056854811,0.039565098,0.030181186,0.041804031,0.027788732,0.034769822,0.030592714,0.02159849,0.022271894,0.022643954,0.019843075,0.022541679,0.017353274,0.015366582,0.016139336,0.015918743,0.012413329,0.011186562,0.014184316,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.856404603,0.220825434,0.032531075,1,0,0
727,all patients were observed for 6 months,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16758644_element.csv,0.06832353,0.043570962,0.032632511,0.032375529,0.022780234,0.026678955,0.024143478,0.018093741,0.019822536,0.015781155,0.016940154,0.016851185,0.01407331,0.011453232,0.01060995,0.010129971,0.008439664,0.006868496,0.006926518,0.005550385,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.086421803,0.944088221,0.059964154,0,1,0
728,the incidence and severity of chronic heart failure heart rhythm disturbances exercise tolerance and quality of life were similar in both groups table 1,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16758644_element.csv,0.040288273,0.031644892,0.038177371,0.536416769,0.033572126,0.107243247,0.043644387,0.021193342,0.023459004,0.02287082,0.036912803,0.027799889,0.023374695,0.02429674,0.02083928,0.021102604,0.018280663,0.013799608,0.015170836,0.014146687,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086601019,0.945311129,0.054079171,0,1,0
729,it was found that intracoronary injection of bone marrow mononuclear cells is safe ensures fixation of the injected cells in the myocardium reduces blood levels of il 1 and tnf increases the content insulin like growth factor and does not provoke malignant arrhythmias,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16758644_element.csv,0.047026061,0.033467721,0.041452475,0.57915622,0.036248814,0.110861279,0.045937225,0.022224449,0.02253126,0.023277968,0.041443627,0.030053439,0.025202487,0.026920484,0.022813648,0.022625139,0.018782752,0.014991846,0.016604993,0.015040142,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074394606,0.935343981,0.074528649,0,1,0
730,thus intracoronary injection of bmmc in ami ensures penetration and fixation of cells in the myocardium without causing additional damage and provoking malignant arrhythmias,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16758644_element.csv,0.041036975,0.028995346,0.036239862,0.446276426,0.031661794,0.085297167,0.039878793,0.019128948,0.020185823,0.019821683,0.033089183,0.025255956,0.019888461,0.022957586,0.018166412,0.018699404,0.015087784,0.011752396,0.013514986,0.011458147,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066808552,0.041929048,0.919429302,0,0,1
731,methods 20 patients admitted within 24 h after the onset of a first ami were randomly allocated to receive intracoronary autologous bmt n 10 or bone marrow supernatant controls n 10 immediately after primary percutaneous coronary intervention,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16775089_element.csv,0.423868567,0.07053218,0.048805352,0.02274392,0.044506207,0.026242418,0.034318704,0.03529495,0.027116757,0.025914136,0.024179714,0.021910887,0.025962589,0.016525233,0.016753774,0.016347703,0.016748827,0.014205355,0.011827708,0.014220921,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.058047041,0.043899637,0.962260187,0,0,1
