id,text,file_path,otreatment,opatient,iprocedure,iss,idiagnostic,podisease,prss,prdisease,poage,idiagnostictest,poss,idisease,posize,potreatment,pophyconditon,pogender,poprocedure,pomedhistory,prbehavior,poclinical
788,all patients underwent bone marrow aspiration 3 to 6 days after receiving reperfusion therapy for acute myocardial infarction,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16990384_element.csv,0.07611306,0.058497291,0.561736465,0.054297347,0.072630569,0.067565523,0.046869673,0.059042972,0.053000066,0.049629487,0.038654018,0.041806426,0.088466376,0.030527517,0.045780297,0.051984504,0.02790748,0.02842875,0.0267371,0.031221781
789,global lvef increased from a mean of 46 9 10 4 at baseline to 49 9 13 0 at 4 months in the placebo group,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16990384_element.csv,0.446219683,0.138249457,0.120123401,0.058331825,0.057980016,0.051963791,0.059018072,0.049858723,0.05202153,0.044802483,0.041398089,0.046517234,0.039856225,0.03888537,0.03928278,0.037268825,0.036887884,0.030694481,0.030508921,0.026595484
790,at 4 months the absolute improvement in the global left ventricular ejection fraction lvef was significantly greater in the bmc group than in the placebo group mean sd increase 5 5 7 3 vs 3 0 6 5 p 0 01,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16990384_element.csv,0.589558542,0.159651861,0.103246398,0.059637319,0.060375884,0.053603292,0.068583384,0.058759265,0.0518061,0.04420951,0.044448946,0.050454035,0.041379839,0.041251391,0.043437991,0.042120613,0.043342039,0.032019824,0.032041349,0.031018239
791,at 4 months paired left ventricular angiograms with adequate contrast opacification for quantitative analysis were available for 95 patients in the bmc group and 92 patients in the placebo group,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16990384_element.csv,0.063590333,0.05394328,0.303089619,0.060635641,0.087149374,0.125832364,0.036797687,0.074849911,0.081043683,0.052109711,0.049217112,0.043638155,0.218751431,0.040258627,0.064197607,0.074912131,0.030256478,0.030360356,0.032950353,0.037024144
792,likewise the post hoc combined clinical end point of death recurrence of myocardial infarction and rehospitalization for heart failure occurred less frequently in the bmc group than in the placebo group,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16990384_element.csv,0.584918022,0.161105663,0.090076618,0.058815189,0.059327021,0.057947289,0.068491861,0.066280469,0.052556925,0.042697769,0.045433339,0.050240569,0.041392002,0.041149955,0.043239105,0.041985843,0.043615934,0.03066262,0.031934611,0.030586284
793,taken together our findings indicate that when combined with optimal reperfusion therapy stent implantation and state of the art medical treatment intracoronary administration of bmc enhances the recovery of global and regional left ventricular function after myocardial infarction,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16990384_element.csv,0.628084838,0.154620185,0.092964642,0.05329923,0.061218761,0.05781091,0.071717471,0.088752434,0.050462954,0.043756466,0.043415081,0.049154174,0.044038631,0.037932463,0.041839819,0.044147111,0.047713667,0.028444257,0.028200803,0.031056816
794,a reduced lvef during the acute phase of myocardial infarction is the most important independent predictor of a poor outcome even in the era of optimal reperfusion therapy with the use of stenting of the infarct related artery,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16990384_element.csv,0.639787197,0.15993692,0.093988024,0.055373561,0.060627569,0.056044206,0.073129095,0.077884324,0.050860219,0.044915564,0.044729844,0.04970222,0.042576138,0.039601453,0.043038648,0.043955866,0.047169741,0.029598219,0.030256391,0.031317182
795,thus segments with the most severe impairment in contractility at baseline appear to derive the greatest benefit from bmc administration,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16990384_element.csv,0.658885539,0.169310063,0.08936578,0.057931986,0.062377188,0.059283528,0.073176973,0.073479377,0.053245604,0.045001972,0.047726218,0.05245696,0.044210333,0.041961934,0.045954645,0.045381449,0.048097394,0.031526461,0.031710334,0.03239261
796,since the study was carried out in 20 cities of russia in patients with ihd after hospital treatment because of ihd this panel can be considered representative and allows extrapolating results of the analysis on the whole given patient population,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\17076222_element.csv,0.084285565,0.051761042,0.257788479,0.056748293,0.069953971,0.097020067,0.04226207,0.127473786,0.05037304,0.05062148,0.042723212,0.038553625,0.133543745,0.033684194,0.052989263,0.063259564,0.029981555,0.027964151,0.024260458,0.03275308
797,this study was a part of russian cooperative research physical training at the post hospital stage of rehabilitation after acute coronary incidents the results of which were partially published earlier 13 14,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\17076222_element.csv,0.11521595,0.056945227,0.225470498,0.054547202,0.063807249,0.092944823,0.048434395,0.151033312,0.045087557,0.049868051,0.04230671,0.037846804,0.103721365,0.029486967,0.048119441,0.058289811,0.032289218,0.025535425,0.021102158,0.031909838
798,patients of the main group received moderate intensity pt 50 60 of the performed capacity by bicycle ergometry be test 3 times per week with duration of exercises from 45 minutes to 1 hour during 1 year,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\17076222_element.csv,0.086616918,0.065889776,0.693792403,0.065163195,0.078079194,0.061836004,0.056115955,0.073764376,0.052501842,0.057697475,0.039127633,0.049185529,0.096486591,0.033931397,0.048713725,0.06040613,0.034848273,0.031746596,0.028791282,0.040479243
799,patients received standard medical therapy which included beta blocker acetylsalicylic acid or other antithrombotic drug as well as nitrate and ace inhibitor,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\17076222_element.csv,0.098680563,0.065238222,0.656848907,0.060057033,0.073972359,0.059677143,0.056599457,0.066769235,0.050415322,0.055745933,0.038681459,0.047724202,0.080420464,0.032192186,0.045737173,0.054837279,0.034056995,0.030717241,0.027471276,0.036809418
800,some patients took lipid lowering drugs,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\17076222_element.csv,0.112409689,0.065383986,0.571765661,0.056278393,0.065929957,0.050376244,0.052204926,0.067648664,0.045390379,0.05162508,0.034142535,0.045162898,0.077209227,0.029333934,0.039767221,0.048741173,0.030965345,0.027806975,0.025397925,0.033537265
801,all patients received beta blocker nitrate ace inhibitors and acetylsalicylic acid,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\17076222_element.csv,0.097621076,0.064235389,0.6236673,0.057335649,0.07160373,0.056351047,0.054150447,0.062353354,0.04954787,0.054974984,0.037719846,0.04649689,0.078071862,0.031316344,0.043343905,0.051476896,0.03183794,0.029878179,0.02652204,0.034259308
802,patients were randomized into 2 groups in order of admittance next but one the main group n 197 and the control group n 195,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\17076222_element.csv,0.073449619,0.0567104,0.583525419,0.061958618,0.076668203,0.062514819,0.044741441,0.062981054,0.052006163,0.052852497,0.035349216,0.045297395,0.138338044,0.033661,0.049169887,0.060005408,0.029056581,0.029924888,0.02915094,0.037127409
803,be test results showed that exercise load duration and a hrwork ratio increased significantly after 1 year in the main group whereas no change in the control group was recorded table 2,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\17076222_element.csv,0.646827936,0.161431327,0.09902399,0.057607774,0.061944008,0.054525848,0.071020938,0.069680497,0.051844273,0.045895152,0.045547817,0.051289663,0.043342069,0.040218066,0.04374272,0.043580182,0.045873977,0.031892773,0.030866522,0.03199761
804,physical work capacity increase was quite expected in the main group,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\17076222_element.csv,0.409214526,0.114199683,0.133140877,0.048173774,0.0556558,0.04771911,0.050612397,0.063139409,0.044364639,0.040864393,0.036840145,0.039365996,0.041239437,0.03185603,0.034697361,0.035604332,0.034224562,0.024229573,0.023599509,0.024699578
805,men and women 18 to 80 years of age with newly diagnosed or treated essential hypertension entered a singleblind placebo run in period after which subjects with a sitting diastolic bp sidbp 95 to 114 mm hg and systolic bp sisbp 180 mm hg were eligible for randomization,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\17161766_element.csv,0.096364088,0.082760729,0.150103807,0.106049433,0.120284662,0.438405693,0.070111729,0.109263793,0.305365741,0.106436871,0.197633415,0.085791558,0.257264823,0.080168739,0.145868987,0.172264978,0.065763354,0.071100377,0.087300129,0.070363186
806,study investigators representing 130 sites enrolled 2831 patients of whom 1571 were randomized,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\17161766_element.csv,0.080383018,0.060322411,0.258794367,0.105026133,0.105859019,0.225502491,0.05459642,0.169956774,0.117361791,0.088855378,0.086323202,0.060689054,0.464880347,0.06995637,0.106406063,0.170483485,0.055384621,0.047531053,0.065210313,0.071469717
807,these low dose combinations include er metoprolol hct 25 12 5 50 6 25 and 50 12 5 mg table 4,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\17161766_element.csv,0.104446143,0.066588178,0.646717429,0.061694026,0.072226122,0.053227928,0.055996846,0.069999591,0.048032496,0.053273894,0.035983223,0.048791423,0.084373929,0.031642765,0.043535341,0.054725159,0.033790503,0.029569186,0.02761838,0.037896208
808,serum potassium levels decreased with increasing doses of hct maximal mean change of 0 32 meq l with hct 25 mg and increased with higher doses of er metoprolol so that the combination reflected the sum of the effects mean change of 0 15 meq l with ermetoprolol hct 200 25 mg ie the blockade tended to blunt the hypokalemic effect of hct,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\17161766_element.csv,0.59673059,0.148831576,0.116244495,0.057093237,0.060660165,0.05011081,0.072354935,0.073009089,0.04714676,0.04034806,0.039790224,0.049970053,0.043597538,0.037501164,0.043316133,0.044313259,0.045167565,0.02897246,0.028943691,0.03213222
809,because the effects of the drugs tend be additive across these dose ranges the data illustrate options for selecting lower dose combination therapies that are likely to be as effective as highdose monotherapies,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\17161766_element.csv,0.55490464,0.140180603,0.104432561,0.051377613,0.057742584,0.052350108,0.063316636,0.075845048,0.047084868,0.040098056,0.039491218,0.044464018,0.042737581,0.035281036,0.039513294,0.04009657,0.04290387,0.026261415,0.026157442,0.02804528
810,this study was an investigation into 3 groups of patients who had a revascularized anterior wall ami and depressed left ventricular function i e ejection fraction 45,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\17521544_element.csv,0.12465129,0.057118349,0.138384819,0.059337877,0.062174719,0.136721164,0.051336497,0.135222867,0.0623843,0.051935114,0.056962181,0.041158222,0.121998541,0.033510633,0.056450076,0.064606048,0.032935854,0.027850721,0.025189847,0.032071017
811,all 10 patients underwent a second cardiac catheterization 5 to 12 days after ami 7 2 days where intracoronary infusion of mnbmcs into the infarcted area was performed,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\17521544_element.csv,0.084509097,0.064001121,0.659937799,0.062080242,0.077088095,0.060312528,0.053983632,0.063951805,0.052237596,0.055215731,0.037906073,0.047399107,0.092934147,0.033526257,0.047583438,0.056172475,0.031961761,0.03087892,0.028766003,0.036668994
812,in group i intracoronary infusion was carried out 7 2 days after ami,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\17521544_element.csv,0.096861266,0.066716835,0.613315344,0.058551338,0.072650693,0.050921623,0.05411068,0.059651546,0.049088839,0.05290132,0.034801323,0.048660289,0.082532257,0.031978793,0.044478305,0.051057938,0.031948626,0.028059831,0.027826566,0.033567794
813,patients were randomly assigned to receive either an intracoronary infusion of autologous mononuclear bone marrow cells group i n 10 or systemic administration of granulocyte colony stimulating factor g csf group ii n 10 or to a control group group iii n 10,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\17521544_element.csv,0.078847095,0.061120316,0.674409747,0.062090166,0.078970566,0.066080615,0.052880112,0.072230093,0.052343369,0.056127723,0.039720878,0.046576794,0.099079989,0.032511048,0.04955931,0.058602773,0.032781515,0.031388979,0.028237365,0.038717806
814,different studies 8 9 10 11 12 13 14 15 16 have shown that intracoronary infusion of bone marrow cells bmc in patients with ami results in favorable remodelling of the left ventricle lv and improvement in ejection fraction ef,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\17521544_element.csv,0.665541589,0.164549038,0.092183426,0.058481324,0.062738791,0.058708627,0.074520603,0.074653983,0.053515688,0.046770155,0.047221083,0.052000269,0.043843329,0.041398361,0.044999473,0.044571251,0.047301132,0.032052878,0.03160568,0.031829763
815,intracoronary infusion of mononuclear bone marrow cells in patients with ami and poor ventricular function was associated with better short term functional recovery than previously reported,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\17521544_element.csv,0.620353103,0.150482729,0.094612978,0.05498296,0.060251258,0.057642467,0.069095455,0.075334921,0.049720623,0.042771172,0.04530469,0.048601836,0.043293901,0.03792385,0.042770721,0.042988632,0.044774164,0.028676262,0.029010016,0.030137131
816,the study population consisted of 27 consecutive patients age 59 12 years 81 males with the first st segment elevation acute anterior myocardial infarction due to occlusion of the proximal left anterior descending artery lad who had undergone successful primary stented pci,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\17572255_element.csv,0.108871087,0.100138076,0.151378974,0.128080025,0.13020502,0.445718437,0.06963668,0.158918515,0.307151914,0.090223677,0.17900157,0.085980289,0.355878413,0.089230016,0.15320082,0.220247254,0.079893656,0.065397575,0.090804949,0.087569006
