id,text,file_path,p,i,o
928,exclusion criteria included nephrotic proteinuria secondary or malignant hypertension diastolic bp dbp 120 mm hg a major cardiovascular event within 3 months angina pectoris congestive heart disease new york heart association class ii iv uncontrolled arrhythmias ii iii degree atrioventricular block need for steroids nonsteroidal anti inflammatory or cytotoxic drugs women of childbearing potential not using appropriate contraception or any disease that could limit the ability of the patient to comply with the protocol requirements,F:\PythonProjects\TestFastBert\PICOElement\18405787_element.csv,1,0,0
929,methods patients aged 18 80 years entered a 4 week placebo run in washout period and previous antihypertensive drugs were tapered off over 2 weeks,F:\PythonProjects\TestFastBert\PICOElement\18405787_element.csv,0,1,0
930,add on treatments were atenolol 50 100 mg d loop diuretics furosemide 20 500 mg d or torsemide 5 200 mg d blockers prazosin 2 5 5 mg d or doxa zosin 1 16 mg d and centrally acting drugs rilmeni dine 1 2 mg d or methyldopa 250 500 mg d,F:\PythonProjects\TestFastBert\PICOElement\18405787_element.csv,0,1,0
931,patients entered a 4 week placebo run in washout period and previous antihypertensive drugs were tapered off over 2 weeks,F:\PythonProjects\TestFastBert\PICOElement\18405787_element.csv,0,1,0
932,results three hundred eighteen patients entered the run in period and 263 patients 156 men 107 women mean age 58 years were randomized to receive either amlodipine 5 mg d n 132 or enalapril 5 mg d n 131,F:\PythonProjects\TestFastBert\PICOElement\18405787_element.csv,0,1,0
933,the difference in gfr decline was not statistically significant between the acei and arb groups in this population of nondiabetic patients with chronic renal failure and nonnephrotic proteinuria,F:\PythonProjects\TestFastBert\PICOElement\18405787_element.csv,0,0,1
934,high salt intake may interfere with both bp and proteinuria control with ras blocking agents 25 30 therefore the absence of diuretics in the acei arm of allhat may explain the absence of renoprotection as well as the relatively poor bp control with aceis in the study,F:\PythonProjects\TestFastBert\PICOElement\18405787_element.csv,0,0,1
935,both in allhat and in our study aceis were mainly associated with concomitant blockers and not with diuretics,F:\PythonProjects\TestFastBert\PICOElement\18405787_element.csv,0,0,1
936,nevertheless bp was better controlled in our study than in many of the previously published controlled trials in which sbp consistently remained 140 mm hg,F:\PythonProjects\TestFastBert\PICOElement\18405787_element.csv,0,0,1
937,therefore optimal bp control may be required for ccb related renoprotection,F:\PythonProjects\TestFastBert\PICOElement\18405787_element.csv,0,0,1
938,the absence of beneficial effect on renal failure progression with the addition of a ccb to an acei based treatment in the ramipril efficacy in nephropathy rein 2 study 37 might be due to the modest bp difference between active and control groups,F:\PythonProjects\TestFastBert\PICOElement\18405787_element.csv,0,0,1
939,we undertook a randomized clinical superiority trialthe danrehab trial to evaluate the effect of hospitalbased ccr on mortality reinfarction and acute first time readmission due to heart disease compared with usual care uc among a broad group of patients,F:\PythonProjects\TestFastBert\PICOElement\18513526_element.csv,1,1,0
940,the reasons for nonparticipation in the trial are listed in figure 1 mental and social problems were defined as conditions with an hr of inadequate participation eg dementia alcohol abuse and severe illness was defined as terminal illness or comorbidity with an hr of death within 1 year eg terminal cancer,F:\PythonProjects\TestFastBert\PICOElement\18513526_element.csv,1,0,0
941,patients with 3 or more classic risk factors systolic blood pressure n140 mm hg total serum cholesterol n4 5 mmol l body mass index n25 kg m 2 physical activity 4 hours per week diabetes male sex or a family history of ihd b60 years were considered hr if they did not have chf or ihd,F:\PythonProjects\TestFastBert\PICOElement\18513526_element.csv,1,0,0
942,of the 770 participants 91 12 had chf 446 58 ihd and 233 30 hr 380 patients were randomly allocated to ccr versus 390 to uc,F:\PythonProjects\TestFastBert\PICOElement\18513526_element.csv,1,0,0
943,the patients randomized to ccr were offered a standardized cardiac rehabilitation program designed in accordance with the national guidelines 6 the program was individually tailored and carried out by a multidisciplinary team,F:\PythonProjects\TestFastBert\PICOElement\18513526_element.csv,0,1,0
944,a 6 week intensive ccr program was planned including patient education 12 exercise training sessions dietary counseling smoking cessation psychosocial support risk factor management and clinical assessment,F:\PythonProjects\TestFastBert\PICOElement\18513526_element.csv,0,1,0
945,it therefore remains to be proven whether ccr significantly improves quality of life,F:\PythonProjects\TestFastBert\PICOElement\18513526_element.csv,0,0,1
946,comprehensive cardiac rehabilitation did not affect quality of life measured by sf 36,F:\PythonProjects\TestFastBert\PICOElement\18513526_element.csv,0,0,1
947,quality of life and anxiety and depression did not differ significantly,F:\PythonProjects\TestFastBert\PICOElement\18513526_element.csv,0,0,1
948,the meta analysis found that although most trials reported improved quality of life scores only 2 exceeded the improvement in the uc groups,F:\PythonProjects\TestFastBert\PICOElement\18513526_element.csv,0,0,1
949,we compared the effect of antihypertensive treatment with a calcium channel blocker based regimen and an angiotensin converting enzyme inhibitor based regimen on the retinal microvasculature,F:\PythonProjects\TestFastBert\PICOElement\18622251_element.csv,1,0,0
950,we therefore hypothesized that antihypertensive treatment would cause regression of microvascular changes in hypertension and we also compared the effect of a calcium channel blocker ccb based regimen and an angiotensin converting enzyme inhibitor acei based regimen on the retinal microvasculature,F:\PythonProjects\TestFastBert\PICOElement\18622251_element.csv,1,0,0
951,despite the extensive data regarding the effects of hypertension and other cardiovascular risk factors on the twenty five patients 17 men age range 24 71 years with untreated hypertension previously untreated or antihypertensive treatment discontinued for at least 1 year were recruited from the peart rose hypertension and cardiovascular disease prevention clinic at st mary s hospital nhs trust,F:\PythonProjects\TestFastBert\PICOElement\18622251_element.csv,1,0,0
952,individuals were not eligible for the study if they had accelerated hypertension secondary hypertension diabetes mellitus familial hypercholesterolaemia heart failure or any other significant concomitant disease,F:\PythonProjects\TestFastBert\PICOElement\18622251_element.csv,1,0,0
953,methods twenty five patients 17 men age range 24 71 years with untreated hypertension were randomized to treatment with an amlodipine based n u 12 or lisinopril based n u 13 regimen in a double blind prospective parallel limb trial for 52 weeks,F:\PythonProjects\TestFastBert\PICOElement\18622251_element.csv,0,1,0
954,after a 4 week run in period 2 weeks on single blinded placebo tablets eligible patients were randomly allocated to a double blind prospective two parallel limb trial with minimization for age and sex,F:\PythonProjects\TestFastBert\PICOElement\18622251_element.csv,0,1,0
955,participants received either amlodipine 5 mg daily or lisinopril 5 mg daily,F:\PythonProjects\TestFastBert\PICOElement\18622251_element.csv,0,1,0
956,follow up visits were at 2 week intervals until bp was controlled and every 3 months subsequently,F:\PythonProjects\TestFastBert\PICOElement\18622251_element.csv,0,1,0
957,conclusion antihypertensive treatment is associated with improvement in arteriolar narrowing and rarefaction,F:\PythonProjects\TestFastBert\PICOElement\18622251_element.csv,0,0,1
958,blood pressure reduction was associated with a reduction in arteriolar narrowing a widening of arteriolar branch angle and an increase in arteriolar density,F:\PythonProjects\TestFastBert\PICOElement\18622251_element.csv,0,0,1
959,our data obtained using quantitative techniques extend previous observations by showing that antihypertensive treatment for 1 year is associated with a marked improvement in arteriolar narrowing and rarefaction without effects on the venular side of the retinal circulation,F:\PythonProjects\TestFastBert\PICOElement\18622251_element.csv,0,0,1
960,in conclusion this study has shown that antihypertensive treatment can induce regression of microvascular abnormalities associated with elevated bp,F:\PythonProjects\TestFastBert\PICOElement\18622251_element.csv,0,0,1
961,patients with ongoing congestive heart failure liver dysfunction aspartate aminotransferase 40 iu l renal dysfunction creatinine 2 0 mg dl or systemic diseases including malignancy and collagen disease were excluded,F:\PythonProjects\TestFastBert\PICOElement\18654005_element.csv,1,0,0
